[0.98999999999999999, u'french']
[0.01, u'attest']
[0.01, u'audio']
[0.01, u'austria']
[0.01, u'authorities']
[0.01, u'beehives']
[0.01, u'body']
[0.01, u'brink']
[0.01, u'buckley']
[0.01, u'career']
[0.01, u'categorised']
[0.01, u'children']
[0.01, u'cit']
[0.01, u'comes']
[0.01, u'complained']
[0.01, u'complaint']
[0.01, u'comprises']
[0.01, u'conception']
[0.01, u'concerns']
[0.01, u'conditional']
[0.01, u'confessed']
[0.01, u'confining']
[0.01, u'construction']
[0.01, u'contexts']
[0.01, u'covered']
[0.01, u'crimen']
[0.01, u'decision']
[0.01, u'decisive']
[0.01, u'deduction']
[0.01, u'difficulties']
[0.01, u'dimova']
[0.01, u'discontinued']
[0.01, u'dissolution']
[0.01, u'does']
[0.01, u'donation']
[0.01, u'drivers']
[0.01, u'education']
[0.01, u'eligibility']
[0.01, u'embodied']
[0.01, u'enquiries']
[0.01, u'enrolled']
[0.01, u'exclusion']
[0.01, u'expert']
[0.01, u'expropriated']
[0.01, u'extended']
[0.01, u'facto']
[0.01, u'failing']
[0.01, u'fatherhood']
[0.01, u'fathers']
[0.01, u'fight']
[0.01, u'figure']
[0.01, u'firstly']
[0.01, u'foighel']
[0.01, u'forensic']
[0.01, u'formalities']
[0.01, u'forms']
[0.01, u'framework']
[0.01, u'free']
[0.01, u'functioning']
[0.01, u'gain']
[0.01, u'geographic']
[0.01, u'gerger']
[0.01, u'grave']
[0.01, u'greece']
[0.01, u'guardianship']
[0.01, u'guilt']
[0.01, u'heading']
[0.01, u'household']
[0.01, u'housing']
[0.01, u'ignoring']
[0.01, u'implies']
[0.01, u'important']
[0.01, u'indecency']
[0.01, u'innocence']
[0.01, u'insecure']
[0.01, u'integrum']
[0.01, u'introduced']
[0.01, u'introduction']
[0.01, u'ipso']
[0.01, u'italian']
[0.01, u'judgments']
[0.01, u'kgb']
[0.01, u'latvia']
[0.01, u'laying']
[0.01, u'lethal']
[0.01, u'letter']
[0.01, u'linguistic']
[0.01, u'list']
[0.01, u'living']
[0.01, u'longer']
[0.01, u'losses']
[0.01, u'loucaides']
[0.01, u'loyalty']
[0.01, u'luzius']
[0.01, u'make']
[0.01, u'man']
[0.01, u'manifestly']
[0.01, u'market']
[0.01, u'marriages']
[0.01, u'meantime']
[0.01, u'met']
[0.01, u'modern']
[0.01, u'motivation']
[0.01, u'municipality']
[0.01, u'new']
[0.01, u'normal']
[0.01, u'notably']
[0.01, u'notes']
[0.01, u'nulla']
[0.01, u'nullum']
[0.01, u'oberlandesgericht']
[0.01, u'osta']
[0.01, u'outline']
[0.01, u'overridden']
[0.01, u'overtones']
[0.01, u'partner']
[0.01, u'passivity']
[0.01, u'payments']
[0.01, u'penalising']
[0.01, u'pensionable']
[0.01, u'perceived']
[0.01, u'permitting']
[0.01, u'perspective']
[0.01, u'pieces']
[0.01, u'portion']
[0.01, u'positions']
[0.01, u'preclude']
[0.01, u'prefect']
[0.01, u'premises']
[0.01, u'prescribed']
[0.01, u'presentation']
[0.01, u'pressing']
[0.01, u'prevail']
[0.01, u'prevention']
[0.01, u'price']
[0.01, u'privilege']
[0.01, u'proclaims']
[0.01, u'profit']
[0.01, u'properties']
[0.01, u'proportion']
[0.01, u'public']
[0.01, u'punishing']
[0.01, u'qualities']
[0.01, u'questioning']
[0.01, u'realisation']
[0.01, u'reassignment']
[0.01, u'receipt']
[0.01, u'recent']
[0.01, u'referable']
[0.01, u'reforms']
[0.01, u'regime']
[0.01, u'registering']
[0.01, u'reiterated']
[0.01, u'rendering']
[0.01, u'rented']
[0.01, u'requesting']
[0.01, u'resolving']
[0.01, u'restricted']
[0.01, u'retrospective']
[0.01, u'schemes']
[0.01, u'secretary']
[0.01, u'secured']
[0.01, u'serves']
[0.01, u'session']
[0.01, u'settle']
[0.01, u'soldiers']
[0.01, u'sphere']
[0.01, u'spouse']
[0.01, u'stand']
[0.01, u'standpoint']
[0.01, u'statutory']
[0.01, u'strengthened']
[0.01, u'strive']
[0.01, u'structure']
[0.01, u'students']
[0.01, u'successor']
[0.01, u'suddenly']
[0.01, u'suspicious']
[0.01, u'teacher']
[0.01, u'terms']
[0.01, u'thirds']
[0.01, u'thrust']
[0.01, u'time']
[0.01, u'title']
[0.01, u'total']
[0.01, u'traditionally']
[0.01, u'transferred']
[0.01, u'treaties']
[0.01, u'tribunal']
[0.01, u'trust']
[0.01, u'underwent']
[0.01, u'upbringing']
[0.01, u'uphold']
[0.01, u'using']
[0.01, u'ussr']
[0.01, u'validity']
[0.01, u'variance']
[0.01, u'verbally']
[0.01, u'victim']
[0.01, u'violently']
[0.01, u'virtually']
[0.01, u'willis']
[0.01, u'witnesses']
[0.01, u'world']
[0.01, u'zana']
