[1.0, u'integrity']
[0.050000000000000003, u'moldovan']
[0.050000000000000003, u'monaco']
[0.050000000000000003, u'notified']
[0.050000000000000003, u'optional']
[0.050000000000000003, u'overcrowded']
[0.050000000000000003, u'passport']
[0.050000000000000003, u'peaceful']
[0.050000000000000003, u'pkk']
[0.050000000000000003, u'poland']
[0.050000000000000003, u'postal']
[0.050000000000000003, u'practical']
[0.050000000000000003, u'pre']
[0.050000000000000003, u'prean']
[0.050000000000000003, u'primarily']
[0.050000000000000003, u'puzinas']
[0.050000000000000003, u'raad']
[0.050000000000000003, u'race']
[0.050000000000000003, u'remedies']
[0.050000000000000003, u'resist']
[0.050000000000000003, u'rise']
[0.050000000000000003, u'simply']
[0.050000000000000003, u'smells']
[0.050000000000000003, u'smirnova']
[0.050000000000000003, u'solely']
[0.050000000000000003, u'solicitors']
[0.050000000000000003, u'solidity']
[0.050000000000000003, u'square']
[0.050000000000000003, u'threats']
[0.050000000000000003, u'\u0441\u043f\u0440\u0430\u0432']
[0.040000000000000001, u'1979']
[0.040000000000000001, u'1986']
[0.040000000000000001, u'205']
[0.040000000000000001, u'29']
[0.040000000000000001, u'300']
[0.040000000000000001, u'7205']
[0.040000000000000001, u'acquired']
[0.040000000000000001, u'address']
[0.040000000000000001, u'apology']
[0.040000000000000001, u'arbitrariness']
[0.040000000000000001, u'arguments']
[0.040000000000000001, u'autopsy']
[0.040000000000000001, u'beteiligungen']
[0.040000000000000001, u'buffer']
[0.040000000000000001, u'burials']
[0.040000000000000001, u'caring']
[0.040000000000000001, u'censor']
[0.040000000000000001, u'century']
[0.040000000000000001, u'circumvented']
[0.040000000000000001, u'concluded']
[0.040000000000000001, u'conjugal']
[0.040000000000000001, u'contain']
[0.040000000000000001, u'corresponded']
[0.040000000000000001, u'county']
[0.040000000000000001, u'cremation']
[0.040000000000000001, u'deliberate']
[0.040000000000000001, u'demonstrable']
[0.040000000000000001, u'departments']
[0.040000000000000001, u'determine']
[0.040000000000000001, u'drzewicki']
[0.040000000000000001, u'd\xf6dsbo']
[0.040000000000000001, u'established']
[0.040000000000000001, u'europe']
[0.040000000000000001, u'example']
[0.040000000000000001, u'farewell']
[0.040000000000000001, u'flagrant']
[0.040000000000000001, u'freely']
[0.040000000000000001, u'gained']
[0.040000000000000001, u'handcuffs']
[0.040000000000000001, u'hoc']
[0.040000000000000001, u'host']
[0.040000000000000001, u'immigrants']
[0.040000000000000001, u'inclusive']
[0.040000000000000001, u'instituting']
[0.040000000000000001, u'intensity']
[0.040000000000000001, u'jacket']
[0.040000000000000001, u'laptev']
[0.040000000000000001, u'left']
[0.040000000000000001, u'legitimate']
[0.040000000000000001, u'lump']
[0.040000000000000001, u'mcginley']
[0.040000000000000001, u'migrant']
[0.040000000000000001, u'migrants']
[0.040000000000000001, u'misunderstanding']
[0.040000000000000001, u'mothers']
[0.040000000000000001, u'normally']
[0.040000000000000001, u'observing']
[0.040000000000000001, u'odds']
[0.040000000000000001, u'official']
[0.040000000000000001, u'opuz']
[0.040000000000000001, u'poluhas']
[0.040000000000000001, u'precarious']
[0.040000000000000001, u'preventive']
[0.040000000000000001, u'readiness']
[0.040000000000000001, u'regulating']
[0.040000000000000001, u'resisted']
[0.040000000000000001, u'reunions']
[0.040000000000000001, u'roubles']
[0.040000000000000001, u'satisfactorily']
[0.040000000000000001, u'screening']
[0.040000000000000001, u'seq']
[0.040000000000000001, u'similar']
[0.040000000000000001, u'situations']
[0.040000000000000001, u'status']
[0.040000000000000001, u'submission']
[0.040000000000000001, u'tensions']
[0.040000000000000001, u'treatment']
[0.040000000000000001, u'valid']
[0.040000000000000001, u'voiced']
[0.040000000000000001, u'workshop']
[0.040000000000000001, u'\xfas']
[0.040000000000000001, u'\u0431\u0440']
[0.029999999999999999, u'235']
[0.029999999999999999, u'26']
[0.029999999999999999, u'27110']
[0.029999999999999999, u'905']
[0.029999999999999999, u'920']
[0.029999999999999999, u'accommodation']
[0.029999999999999999, u'addressed']
[0.029999999999999999, u'advocacy']
[0.029999999999999999, u'aircraft']
[0.029999999999999999, u'anguish']
[0.029999999999999999, u'apart']
[0.029999999999999999, u'appointed']
[0.029999999999999999, u'arrondissementsrechtbank']
[0.029999999999999999, u'better']
[0.029999999999999999, u'cell']
[0.029999999999999999, u'character']
[0.029999999999999999, u'characteristic']
[0.029999999999999999, u'children']
[0.029999999999999999, u'classic']
[0.029999999999999999, u'coexistence']
[0.029999999999999999, u'colour']
[0.029999999999999999, u'commencement']
[0.029999999999999999, u'costs']
[0.029999999999999999, u'damaged']
[0.029999999999999999, u'deciding']
[0.029999999999999999, u'declaration']
[0.029999999999999999, u'delegate']
[0.029999999999999999, u'denoted']
[0.029999999999999999, u'departure']
[0.029999999999999999, u'die']
[0.029999999999999999, u'disappearance']
[0.029999999999999999, u'documentary']
[0.029999999999999999, u'drew']
[0.029999999999999999, u'easter']
[0.029999999999999999, u'encompass']
[0.029999999999999999, u'enforceable']
[0.029999999999999999, u'entertain']
[0.029999999999999999, u'fathers']
[0.029999999999999999, u'fetched']
[0.029999999999999999, u'finds']
[0.029999999999999999, u'fourth']
[0.029999999999999999, u'ground']
[0.029999999999999999, u'grounded']
[0.029999999999999999, u'guilty']
[0.029999999999999999, u'halted']
[0.029999999999999999, u'honour']
[0.029999999999999999, u'indefinite']
[0.029999999999999999, u'integration']
[0.029999999999999999, u'israeli']
[0.029999999999999999, u'kindergarten']
[0.029999999999999999, u'kontrov\xe1']
[0.029999999999999999, u'letters']
[0.029999999999999999, u'levels']
[0.029999999999999999, u'malone']
[0.029999999999999999, u'maximum']
[0.029999999999999999, u'mehmet']
[0.029999999999999999, u'ministers']
[0.029999999999999999, u'modify']
[0.029999999999999999, u'moreno']
[0.029999999999999999, u'municipal']
[0.029999999999999999, u'municipality']
[0.029999999999999999, u'news']
[0.029999999999999999, u'nowadays']
[0.029999999999999999, u'nuclear']
[0.029999999999999999, u'observes']
[0.029999999999999999, u'occasions']
[0.029999999999999999, u'osta']
[0.029999999999999999, u'permit']
[0.029999999999999999, u'physical']
[0.029999999999999999, u'places']
[0.029999999999999999, u'plant']
[0.029999999999999999, u'politicians']
[0.029999999999999999, u'pregnant']
[0.029999999999999999, u'professor']
[0.029999999999999999, u'properties']
[0.029999999999999999, u'proposed']
[0.029999999999999999, u'proscription']
[0.029999999999999999, u'purchase']
[0.029999999999999999, u'readers']
[0.029999999999999999, u'recalled']
[0.029999999999999999, u'registering']
[0.029999999999999999, u'rejected']
[0.029999999999999999, u'rescind']
[0.029999999999999999, u'restraint']
[0.029999999999999999, u'risen']
[0.029999999999999999, u'sense']
[0.029999999999999999, u'servants']
[0.029999999999999999, u'serve']
[0.029999999999999999, u'slovenian']
[0.029999999999999999, u'speaking']
[0.029999999999999999, u'terms']
[0.029999999999999999, u'toxic']
[0.029999999999999999, u'trouble']
[0.029999999999999999, u'undoubtedly']
[0.029999999999999999, u'ustavni']
[0.029999999999999999, u'vaji\u0107']
[0.029999999999999999, u'varies']
[0.029999999999999999, u'veterinary']
[0.029999999999999999, u'za']
[0.029999999999999999, u'\u0432\u043d\u0443\u0442\u0440\u0456\u0448\u043d\u0456\u0445']
[0.029999999999999999, u'\u043e\u0431\u043d']
[0.02, u'137']
[0.02, u'1926']
[0.02, u'1995']
[0.02, u'3719']
[0.02, u'39561']
[0.02, u'41138']
[0.02, u'absolutely']
[0.02, u'absolve']
[0.02, u'achieved']
[0.02, u'acknowledges']
[0.02, u'admissions']
[0.02, u'adversarial']
[0.02, u'adviser']
[0.02, u'affecting']
[0.02, u'aimed']
[0.02, u'alleged']
[0.02, u'analysed']
[0.02, u'appears']
[0.02, u'appreciate']
[0.02, u'arbeitsamt']
[0.02, u'arestis']
[0.02, u'arr\xeat']
[0.02, u'aspect']
[0.02, u'assessment']
[0.02, u'authorised']
[0.02, u'awards']
[0.02, u'bills']
[0.02, u'book']
[0.02, u'brain']
[0.02, u'branches']
[0.02, u'burned']
[0.02, u'cabral']
[0.02, u'calculated']
[0.02, u'carer']
[0.02, u'cemeteries']
[0.02, u'chance']
[0.02, u'change']
[0.02, u'chilling']
[0.02, u'command']
[0.02, u'commence']
[0.02, u'comments']
[0.02, u'commonwealth']
[0.02, u'concludes']
[0.02, u'considerably']
[0.02, u'constitution']
[0.02, u'consulting']
[0.02, u'content']
[0.02, u'continues']
[0.02, u'correspondingly']
[0.02, u'countries']
[0.02, u'couples']
[0.02, u'cremona']
[0.02, u'crimes']
[0.02, u'debase']
[0.02, u'defective']
[0.02, u'defenceless']
[0.02, u'degrading']
[0.02, u'detective']
[0.02, u'displaced']
[0.02, u'disrupt']
[0.02, u'distinction']
[0.02, u'expel']
[0.02, u'female']
[0.02, u'finance']
[0.02, u'fine']
[0.02, u'function']
[0.02, u'furthermore']
[0.02, u'gave']
[0.02, u'gendarmes']
[0.02, u'gerechtshof']
[0.02, u'greek']
[0.02, u'handcuffed']
[0.02, u'health']
[0.02, u'heroin']
[0.02, u'hoge']
[0.02, u'humiliate']
[0.02, u'identical']
[0.02, u'identification']
[0.02, u'identities']
[0.02, u'illusory']
[0.02, u'independently']
[0.02, u'indirect']
[0.02, u'inheritance']
[0.02, u'input']
[0.02, u'inquiries']
[0.02, u'interviews']
[0.02, u'intrusive']
[0.02, u'involve']
[0.02, u'johansen']
[0.02, u'journalistic']
[0.02, u'kodeks']
[0.02, u'latvian']
[0.02, u'lawfulness']
[0.02, u'listening']
[0.02, u'lithuania']
[0.02, u'males']
[0.02, u'managed']
[0.02, u'march']
[0.02, u'marked']
[0.02, u'masks']
[0.02, u'meeting']
[0.02, u'mentally']
[0.02, u'merely']
[0.02, u'merited']
[0.02, u'monitored']
[0.02, u'mutatis']
[0.02, u'newspaper']
[0.02, u'nikolovska']
[0.02, u'norway']
[0.02, u'november']
[0.02, u'null']
[0.02, u'objection']
[0.02, u'objective']
[0.02, u'offence']
[0.02, u'okresn\xfd']
[0.02, u'orders']
[0.02, u'overstep']
[0.02, u'perpetrator']
[0.02, u'pfeifer']
[0.02, u'phrase']
[0.02, u'plausible']
[0.02, u'point']
[0.02, u'presupposes']
[0.02, u'prompted']
[0.02, u'prosecute']
[0.02, u'psychologists']
[0.02, u'purposes']
[0.02, u'reader']
[0.02, u'rectification']
[0.02, u'rectify']
[0.02, u'regeringsform']
[0.02, u'region']
[0.02, u'registration']
[0.02, u'reinforcements']
[0.02, u'religion']
[0.02, u'representative']
[0.02, u'republike']
[0.02, u'reserved']
[0.02, u'restraining']
[0.02, u'sallinen']
[0.02, u'sentenced']
[0.02, u'sign']
[0.02, u'simultaneous']
[0.02, u'sought']
[0.02, u'spain']
[0.02, u'speedily']
[0.02, u'stored']
[0.02, u'sums']
[0.02, u'suppress']
[0.02, u'surviving']
[0.02, u'television']
[0.02, u'text']
[0.02, u'therewith']
[0.02, u'times']
[0.02, u'undecided']
[0.02, u'undertakings']
[0.02, u'undisputed']
[0.02, u'unfavourable']
[0.02, u'unjustifiably']
[0.02, u'valstyb\u0117s']
[0.02, u'vibrations']
[0.02, u'vilhj\xe1lmsson']
[0.02, u'vreemdelingenwet']
[0.02, u'walks']
[0.02, u'wetboek']
[0.02, u'woman']
[0.02, u'wrote']
[0.02, u'zurich']
[0.02, u'\u0437\u0430']
[0.01, u'12']
[0.01, u'129']
[0.01, u'17']
[0.01, u'1962']
[0.01, u'1980']
[0.01, u'1989']
[0.01, u'1998']
[0.01, u'2002']
[0.01, u'217a']
[0.01, u'303']
[0.01, u'31107']
[0.01, u'313']
[0.01, u'360']
[0.01, u'40660']
[0.01, u'41']
[0.01, u'44302']
[0.01, u'60641']
[0.01, u'999']
[0.01, u'abusers']
[0.01, u'accept']
[0.01, u'accountability']
[0.01, u'acquire']
[0.01, u'actio']
[0.01, u'ad']
[0.01, u'adequacy']
[0.01, u'administration']
[0.01, u'adolescents']
[0.01, u'adopt']
[0.01, u'adopted']
[0.01, u'advanced']
[0.01, u'ag']
[0.01, u'akdivar']
[0.01, u'allowing']
[0.01, u'alternative']
[0.01, u'apelacyjny']
[0.01, u'apparent']
[0.01, u'applicant']
[0.01, u'arrange']
[0.01, u'arrest']
[0.01, u'assessments']
[0.01, u'assigned']
[0.01, u'assist']
[0.01, u'austrian']
[0.01, u'autonomous']
[0.01, u'avenue']
[0.01, u'barreto']
[0.01, u'behalf']
[0.01, u'belated']
[0.01, u'binding']
[0.01, u'block']
[0.01, u'breadth']
[0.01, u'breaking']
[0.01, u'british']
[0.01, u'bundesgesetzblatt']
[0.01, u'caflisch']
[0.01, u'calculation']
[0.01, u'careers']
[0.01, u'caroline']
[0.01, u'celje']
[0.01, u'chancellor']
[0.01, u'changing']
[0.01, u'charges']
[0.01, u'chechen']
[0.01, u'chosen']
[0.01, u'christmas']
[0.01, u'christos']
[0.01, u'circumstances']
[0.01, u'city']
[0.01, u'clarifying']
[0.01, u'climate']
[0.01, u'collect']
[0.01, u'commitment']
[0.01, u'compensated']
[0.01, u'conceivably']
[0.01, u'concerns']
[0.01, u'conform']
[0.01, u'connotation']
[0.01, u'considering']
[0.01, u'constitutes']
[0.01, u'contemplated']
[0.01, u'convictions']
[0.01, u'copying']
[0.01, u'corresponds']
[0.01, u'cypriot']
[0.01, u'damages']
[0.01, u'death']
[0.01, u'deceased']
[0.01, u'defendant']
[0.01, u'defining']
[0.01, u'delegation']
[0.01, u'demolish']
[0.01, u'depending']
[0.01, u'deportee']
[0.01, u'detection']
[0.01, u'development']
[0.01, u'device']
[0.01, u'diligence']
[0.01, u'dinars']
[0.01, u'directed']
[0.01, u'direction']
[0.01, u'discontinuation']
[0.01, u'discourage']
[0.01, u'displaying']
[0.01, u'dispute']
[0.01, u'disseminated']
[0.01, u'disturbed']
[0.01, u'divisional']
[0.01, u'dnia']
[0.01, u'dose']
[0.01, u'do\u011fan']
[0.01, u'drugs']
[0.01, u'eberhard']
[0.01, u'elapsed']
[0.01, u'encounter']
[0.01, u'encourages']
[0.01, u'engages']
[0.01, u'enjoys']
[0.01, u'envelopes']
[0.01, u'et']
[0.01, u'exceptions']
[0.01, u'extend']
[0.01, u'extensively']
[0.01, u'facts']
[0.01, u'faith']
[0.01, u'filed']
[0.01, u'fined']
[0.01, u'finlands']
[0.01, u'fleeing']
[0.01, u'flexible']
[0.01, u'flooding']
[0.01, u'forcibly']
[0.01, u'forthwith']
[0.01, u'founded']
[0.01, u'furnished']
[0.01, u'furniture']
[0.01, u'futile']
[0.01, u'gazette']
[0.01, u'gbp']
[0.01, u'gersing']
[0.01, u'getting']
[0.01, u'grandparents']
[0.01, u'guilt']
[0.01, u'g\xf6rg\xfcl\xfc']
[0.01, u'haas']
[0.01, u'handling']
[0.01, u'hear']
[0.01, u'hedigan']
[0.01, u'history']
[0.01, u'homeless']
[0.01, u'hrvatske']
[0.01, u'humiliated']
[0.01, u'iedz\u012bvot\u0101ju']
[0.01, u'illegitimate']
[0.01, u'illness']
[0.01, u'immediately']
[0.01, u'impaired']
[0.01, u'implies']
[0.01, u'implying']
[0.01, u'improvement']
[0.01, u'inappropriate']
[0.01, u'incapacity']
[0.01, u'independent']
[0.01, u'informants']
[0.01, u'inmates']
[0.01, u'inner']
[0.01, u'insecurity']
[0.01, u'insurance']
[0.01, u'inter']
[0.01, u'investigator']
[0.01, u'judgments']
[0.01, u'jungwiert']
[0.01, u'kilometre']
[0.01, u'kru\u0161kovi\u0107']
[0.01, u'latvia']
[0.01, u'lease']
[0.01, u'lethal']
[0.01, u'levits']
[0.01, u'limitations']
[0.01, u'live']
[0.01, u'locally']
[0.01, u'locating']
[0.01, u'lorry']
[0.01, u'majority']
[0.01, u'making']
[0.01, u'marriageable']
[0.01, u'marriages']
[0.01, u'maternal']
[0.01, u'measuring']
[0.01, u'mechanical']
[0.01, u'minority']
[0.01, u'minutes']
[0.01, u'mistake']
[0.01, u'modalities']
[0.01, u'mother']
[0.01, u'narrowly']
[0.01, u'national']
[0.01, u'necessitate']
[0.01, u'necessitates']
[0.01, u'norris']
[0.01, u'notaries']
[0.01, u'notes']
[0.01, u'occasioned']
[0.01, u'occupied']
[0.01, u'occupying']
[0.01, u'okr\u0119gowy']
[0.01, u'ordinary']
[0.01, u'outstanding']
[0.01, u'override']
[0.01, u'owned']
[0.01, u'owner']
[0.01, u'para']
[0.01, u'participants']
[0.01, u'partly']
[0.01, u'pathological']
[0.01, u'perceive']
[0.01, u'percentage']
[0.01, u'permitting']
[0.01, u'perpetrators']
[0.01, u'pertinent']
[0.01, u'perustuslaki']
[0.01, u'phone']
[0.01, u'physically']
[0.01, u'pilson\u012bbas']
[0.01, u'piro\u0161\xedkov\xe1']
[0.01, u'plaintiff']
[0.01, u'plenary']
[0.01, u'pln']
[0.01, u'popularis']
[0.01, u'posting']
[0.01, u'powell']
[0.01, u'pozna\u0144']
[0.01, u'precious']
[0.01, u'present']
[0.01, u'presupposed']
[0.01, u'pretty']
[0.01, u'privatised']
[0.01, u'prognosis']
[0.01, u'project']
[0.01, u'prolonging']
[0.01, u'prompt']
[0.01, u'prosecutors']
[0.01, u'psychology']
[0.01, u'publications']
[0.01, u'publicly']
[0.01, u'publishers']
[0.01, u'pursued']
[0.01, u'pushed']
[0.01, u'pye']
[0.01, u'quantum']
[0.01, u'quarters']
[0.01, u'questioning']
[0.01, u'rasmussen']
[0.01, u'rayner']
[0.01, u'regulation']
[0.01, u'reimbursed']
[0.01, u'reiterates']
[0.01, u'relate']
[0.01, u'relative']
[0.01, u'remember']
[0.01, u'removal']
[0.01, u'repealed']
[0.01, u'reprehensible']
[0.01, u'reprisals']
[0.01, u'request']
[0.01, u'respondent']
[0.01, u'restricted']
[0.01, u'retaining']
[0.01, u'retention']
[0.01, u'revealing']
[0.01, u'rolv']
[0.01, u'root']
[0.01, u'rozakis']
[0.01, u'russia']
[0.01, u'russo']
[0.01, u'satisfy']
[0.01, u'schooling']
[0.01, u'scope']
[0.01, u'secures']
[0.01, u'send']
[0.01, u'sentences']
[0.01, u'seriousness']
[0.01, u'sexually']
[0.01, u'sh']
[0.01, u'sheep']
[0.01, u'sine']
[0.01, u'sofia']
[0.01, u'software']
[0.01, u'soil']
[0.01, u'solid']
[0.01, u'speedy']
[0.01, u'spelling']
[0.01, u'springer']
[0.01, u'sq']
[0.01, u'sta\u017enik']
[0.01, u'strip']
[0.01, u'stroke']
[0.01, u'submit']
[0.01, u'substances']
[0.01, u'successful']
[0.01, u'sudu']
[0.01, u'suffices']
[0.01, u'surgical']
[0.01, u'surname']
[0.01, u'tailoring']
[0.01, u'tapped']
[0.01, u'taxes']
[0.01, u'tend']
[0.01, u'term']
[0.01, u'terrain']
[0.01, u'terrorism']
[0.01, u'testimony']
[0.01, u'therapeutic']
[0.01, u'toilet']
[0.01, u'town']
[0.01, u'trafficking']
[0.01, u'transsexuals']
[0.01, u'travelled']
[0.01, u'treaties']
[0.01, u'true']
[0.01, u'tunceli']
[0.01, u'turkish']
[0.01, u'undercover']
[0.01, u'unilateral']
[0.01, u'unlawfulness']
[0.01, u'unless']
[0.01, u'unmarried']
[0.01, u'ustavnom']
[0.01, u'utmost']
[0.01, u'vacation']
[0.01, u'verify']
[0.01, u'versions']
[0.01, u'verstov\u0161ek']
[0.01, u'violent']
[0.01, u'vital']
[0.01, u'walsh']
[0.01, u'war']
[0.01, u'warn']
[0.01, u'warrant']
[0.01, u'welfare']
[0.01, u'westerdiek']
[0.01, u'wider']
[0.01, u'widowed']
[0.01, u'winkler']
[0.01, u'wo\u0142\u0105siewicz']
[0.01, u'write']
[0.01, u'zone']
[0.01, u'\u0434\u0432']
[0.01, u'\u0438\u044e\u043b\u044f']
