[0.66000000000000003, u'enjoins']
[0.02, u'raises']
[0.02, u'ranks']
[0.02, u'recorder']
[0.02, u'refused']
[0.02, u'regulations']
[0.02, u'renewed']
[0.02, u'santiago']
[0.02, u'series']
[0.02, u'seriously']
[0.02, u'shooting']
[0.02, u'shouted']
[0.02, u'steps']
[0.02, u'story']
[0.02, u'substantial']
[0.02, u'surgical']
[0.02, u'suspicion']
[0.02, u'tangible']
[0.02, u'tekda\u011f']
[0.02, u'tore']
[0.02, u'tort']
[0.02, u'treating']
[0.02, u'turns']
[0.02, u'unnecessary']
[0.02, u'verify']
[0.02, u'violating']
[0.02, u'virtual']
[0.02, u'waiting']
[0.02, u'whatsoever']
[0.02, u'wounded']
[0.02, u'yasin']
[0.02, u'yudkivska']
[0.01, u'1142']
[0.01, u'145']
[0.01, u'1983']
[0.01, u'1988']
[0.01, u'2013']
[0.01, u'250']
[0.01, u'330']
[0.01, u'33985']
[0.01, u'50939']
[0.01, u'51']
[0.01, u'55']
[0.01, u'998']
[0.01, u'___']
[0.01, u'abdominal']
[0.01, u'abduction']
[0.01, u'abrogate']
[0.01, u'accommodate']
[0.01, u'accurate']
[0.01, u'accuses']
[0.01, u'advanced']
[0.01, u'ahmet']
[0.01, u'alert']
[0.01, u'alien']
[0.01, u'ankara']
[0.01, u'annum']
[0.01, u'answers']
[0.01, u'armed']
[0.01, u'asker']
[0.01, u'aspects']
[0.01, u'assessing']
[0.01, u'attempt']
[0.01, u'attitudes']
[0.01, u'basing']
[0.01, u'bayram']
[0.01, u'beatings']
[0.01, u'believed']
[0.01, u'bernhardt']
[0.01, u'better']
[0.01, u'bodily']
[0.01, u'bortnovska']
[0.01, u'bring']
[0.01, u'brother']
[0.01, u'bulgaria']
[0.01, u'bullet']
[0.01, u'bury']
[0.01, u'came']
[0.01, u'cartridge']
[0.01, u'cases']
[0.01, u'cassation']
[0.01, u'ceases']
[0.01, u'cg']
[0.01, u'chain']
[0.01, u'clinical']
[0.01, u'closely']
[0.01, u'coexistence']
[0.01, u'cognisance']
[0.01, u'colour']
[0.01, u'committee']
[0.01, u'complete']
[0.01, u'composition']
[0.01, u'conscious']
[0.01, u'consequent']
[0.01, u'consequently']
[0.01, u'constitute']
[0.01, u'context']
[0.01, u'corroborating']
[0.01, u'costa']
[0.01, u'counsel']
[0.01, u'credible']
[0.01, u'currently']
[0.01, u'dangerous']
[0.01, u'declared']
[0.01, u'deem']
[0.01, u'define']
[0.01, u'deliberate']
[0.01, u'denying']
[0.01, u'describing']
[0.01, u'detained']
[0.01, u'detaining']
[0.01, u'did']
[0.01, u'diminishing']
[0.01, u'disproportionality']
[0.01, u'dissuade']
[0.01, u'donetsk']
[0.01, u'drawing']
[0.01, u'effecting']
[0.01, u'election']
[0.01, u'emotional']
[0.01, u'endangering']
[0.01, u'equal']
[0.01, u'equivalent']
[0.01, u'errors']
[0.01, u'established']
[0.01, u'etablissements']
[0.01, u'examining']
[0.01, u'exhaustive']
[0.01, u'expedite']
[0.01, u'extend']
[0.01, u'face']
[0.01, u'facet']
[0.01, u'falls']
[0.01, u'fruit']
[0.01, u'functions']
[0.01, u'garda']
[0.01, u'gates']
[0.01, u'geneva']
[0.01, u'grand']
[0.01, u'guarantee']
[0.01, u'heard']
[0.01, u'helicopters']
[0.01, u'historical']
[0.01, u'hunger']
[0.01, u'illusory']
[0.01, u'immediately']
[0.01, u'immigration']
[0.01, u'independently']
[0.01, u'inflicted']
[0.01, u'inflicting']
[0.01, u'infringe']
[0.01, u'inherent']
[0.01, u'initiate']
[0.01, u'injury']
[0.01, u'instrument']
[0.01, u'integrum']
[0.01, u'intensify']
[0.01, u'interpreted']
[0.01, u'ix']
[0.01, u'karel']
[0.01, u'laid']
[0.01, u'lawyer']
[0.01, u'le']
[0.01, u'leyla']
[0.01, u'locate']
[0.01, u'look']
[0.01, u'luluyev']
[0.01, u'management']
[0.01, u'mandatory']
[0.01, u'marked']
[0.01, u'mechanical']
[0.01, u'medical']
[0.01, u'medova']
[0.01, u'memorial']
[0.01, u'mind']
[0.01, u'moment']
[0.01, u'monitoring']
[0.01, u'months']
[0.01, u'negative']
[0.01, u'note']
[0.01, u'noting']
[0.01, u'objectivity']
[0.01, u'obviate']
[0.01, u'occurring']
[0.01, u'partial']
[0.01, u'photographed']
[0.01, u'places']
[0.01, u'poland']
[0.01, u'polish']
[0.01, u'premature']
[0.01, u'preventive']
[0.01, u'prisoners']
[0.01, u'promoculture']
[0.01, u'promote']
[0.01, u'proper']
[0.01, u'proposed']
[0.01, u'proprio']
[0.01, u'prosecutable']
[0.01, u'psychiatric']
[0.01, u'publications']
[0.01, u'pull']
[0.01, u'quantity']
[0.01, u'racist']
[0.01, u'reached']
[0.01, u'recording']
[0.01, u'recovering']
[0.01, u'refusal']
[0.01, u'regarding']
[0.01, u'relating']
[0.01, u'relevance']
[0.01, u'reopening']
[0.01, u'resisting']
[0.01, u'resources']
[0.01, u'river']
[0.01, u'rushed']
[0.01, u'sealed']
[0.01, u'secretariat']
[0.01, u'session']
[0.01, u'seventeen']
[0.01, u'shortcomings']
[0.01, u'shout']
[0.01, u'significantly']
[0.01, u'sources']
[0.01, u'sovereignty']
[0.01, u'soviet']
[0.01, u'srji']
[0.01, u'stance']
[0.01, u'status']
[0.01, u'stichting']
[0.01, u'substantiate']
[0.01, u'suffer']
[0.01, u'suicide']
[0.01, u'suspect']
[0.01, u'suspensions']
[0.01, u'team']
[0.01, u'terrorism']
[0.01, u'therapeutic']
[0.01, u'transfer']
[0.01, u'transported']
[0.01, u'trip']
[0.01, u'turning']
[0.01, u'typical']
[0.01, u'unavoidable']
[0.01, u'understands']
[0.01, u'unmarked']
[0.01, u'unplanned']
[0.01, u'upper']
[0.01, u'utmost']
[0.01, u'values']
[0.01, u'verlag']
[0.01, u'vested']
[0.01, u'volumes']
[0.01, u'weakened']
[0.01, u'weight']
[0.01, u'work']
[0.01, u'works']
[0.01, u'written']
[0.01, u'\u0437\u0430\u043a\u043e\u043d']
